fit_mean,mu,weight
1.4594900663672419,1.4976310740277243e-05,0.001398664243242172
1.4584219607869429,7.48102411368929e-05,0.003013023264106973
1.189959533568154,1.572746826646746e-05,0.0026985076136561586
1.6803398702877443,2.445491780031631e-05,0.003128335395897837
1.077695181680766,1.2075404644094745e-06,0.07939364529091046
1.2085387880994605,8.138840793617047e-06,0.004936771553124822
1.3223118304521861,2.1812792769498964e-05,0.0015815956406264235
1.5427086911430694,4.7126821088141105e-05,0.0028059888417114112
1.423920474626846,4.392204686846935e-05,0.002681254163680384
1.4912470100651591,8.837334150026788e-06,0.0019432277497310015
1.486876436667194,8.65231667201762e-05,0.0033764110733305076
1.1414952847067814,5.401037908425071e-06,0.010689174390023072
1.431926031545608,2.6254076638931007e-05,0.0015120013744579178
1.1324208863113507,8.650202967783424e-06,0.006460000795999975
1.6651999202691357,1.4274866674035758e-05,0.0029636129687057085
1.474433045255019,2.158104884002682e-05,0.0013813431066719887
1.4167612183699525,1.0658044684815527e-05,0.0017832920280432959
1.1827150056680502,3.5874473627799614e-05,0.002118278852603253
1.605906309306584,1.080340888162719e-05,0.002355552660262804
1.6120563452899113,1.1659173624130696e-05,0.0023222452136401816
1.2180274508388795,3.476284287784284e-07,0.13742126570821683
1.3186647116374903,2.2970485169634125e-05,0.001591370835790946
1.2899616650485533,7.972349440912442e-06,0.003569629874327431
1.3347264692703948,9.211579706302024e-05,0.003689727739716193
1.5600750597702877,7.286129587359482e-05,0.002974248608575782
1.600743867083402,1.537270970068998e-05,0.0019287116314906678
1.375843596621773,1.5772012533200217e-05,0.00153221671891376
1.095958998040421,4.824422850922194e-05,0.0028933579603881003
1.3926420829237025,5.1855089754846754e-06,0.00367614258481647
1.5197372723178508,3.4559052906583654e-05,0.0021333523084007345
1.197913379994019,2.042222915141522e-05,0.0021721844929599274
1.4260162902232976,2.006859790200342e-05,0.0013600911364153743
1.599085429573856,1.9166246090589647e-05,0.00185893174828124
1.4506277234942668,4.446284853259327e-06,0.003726194522367063
1.5963303251430652,5.268022119998743e-05,0.0031103235803
1.6579149818235435,7.466263643582855e-06,0.004377698226156393
1.4679810171491536,2.3931916384042147e-05,0.0014399034582576779
1.1221163318206648,1.1777506940299923e-05,0.004773609328516187
1.3196314546612808,4.7796825265304886e-05,0.002974082341522676
1.1655694955747486,5.941415155274156e-06,0.008542589627018494
1.5436204517301604,2.967763388188726e-05,0.001905615537499843
1.5944104947640574,2.9021070872858037e-05,0.0021597530779253337
1.6921798429881358,7.651230420650698e-06,0.005705600962806331
1.4738718241877626,7.150176968565698e-06,0.002322067390816728
1.360030292898471,1.532194488886047e-05,0.0016135810902591428
1.1466894016872016,4.8399697458082094e-05,0.002788548040578754
1.1645158462761127,1.8617636589530677e-05,0.002569128589464205
1.2020086778022634,5.539224537479208e-05,0.0036431971454168304
1.215528889927704,4.499521706730978e-06,0.009313903504369336
1.5725383992104207,6.570940299923944e-06,0.0029872462257868986
1.367027089257543,7.367978222168385e-06,0.0028341866068422525
1.4517300167063762,4.141188862167037e-06,0.003993267888734339
1.2167879959699697,1.4550644208142144e-05,0.002629507153365169
1.2570750336474912,5.4659896783986256e-05,0.0036931709967399392
1.2072201690931343,1.560502859965104e-05,0.002558601753172558
1.6812990843833524,4.9105559513459e-05,0.004246558811553743
1.1139112760759615,2.4136100127124563e-06,0.030581858109325084
1.564327858240156,1.4114613187416564e-05,0.0016981561441208176
1.6714408322353678,2.3581261158954946e-05,0.002913989650248282
1.3439492980823897,8.396447643982275e-06,0.002721336278707628
1.1439685551658174,1.567409960295149e-05,0.003219419278124622
1.2483785314352804,4.181565679622695e-05,0.002366321467738554
1.5328052338209035,2.1646224593834747e-05,0.0015102337899633503
1.3325324666897131,2.5285266737449432e-05,0.0015843260144520113
1.2015242358492044,6.833200632163505e-06,0.006193703680850601
1.3106704232975577,1.785361648829435e-05,0.00170941936769591
1.679727825753191,5.5044013771252324e-05,0.004311367071025778
1.5530746688564296,2.0389947011186813e-05,0.0015692176663624313
1.6996963545627817,7.869363296939253e-06,0.005971047765899673
1.6684502741432732,1.9337537950438083e-05,0.002806879714193759
1.1952991217459465,2.917977908686725e-05,0.0019763270012988676
1.54632460269098,2.2331302937572458e-05,0.0015818717794023353
1.501258536830172,2.4731570296343317e-06,0.006550029619104911
1.466410869154348,1.510239719318118e-05,0.0013937585242638658
1.1419050088643403,2.999969593400868e-05,0.0022032553731666867
1.313178065892197,1.0407046691432053e-05,0.0025013841717437305
1.4025632954111733,4.613233226311435e-05,0.0028442850101583084
1.430850382584623,7.220520433697454e-05,0.0031517653816433683
1.2758610562016701,3.6281126233665983e-05,0.00204767505093349
1.343348846508233,9.463480267251401e-06,0.0024378973581791197
1.424950956370362,1.2326278013119235e-05,0.001589270374987904
1.5926065941748364,7.947747062978734e-05,0.0033169704934498012
1.3853351032880792,1.8231406948317565e-05,0.0014355393195950679
1.235113258714663,6.993512830032136e-05,0.005627251623058521
1.5492805804593937,3.1678945242705144e-05,0.002050271855562066
1.1573422905314052,5.409703396769166e-05,0.0033500453456384756
1.01456625244689,1.879321319658522e-05,0.005493605087413482
1.1192154374346244,2.3194724437552893e-05,0.002600774176206164
